Id,SalePrice
1765,173941.0
1766,168472.0
1767,207516.44
1768,139412.5
1769,163074.8
1770,142483.5
1771,140105.25
1772,143437.59
1773,139751.59
1774,133949.2
1775,135314.8
1776,120682.98
1777,114911.5
1778,126587.05
1779,106003.52
1780,176048.15
1781,132118.0
1782,95237.49
1783,130176.25
1784,90383.09
1785,116299.5
1786,139580.22
1787,168605.24
1788,62326.66
1789,102153.93
1790,78969.93
1791,170378.86
1792,160183.75
1793,136212.0
1794,143465.2
1795,139896.5
1796,113742.79
1797,130717.0
1798,127055.6
1799,111094.0
1800,119355.36
1801,134308.77
1802,163960.64
1803,148262.16
1804,141230.2
1805,134515.0
1806,113770.3
1807,158217.0
1808,119822.86
1809,129556.96
1810,147829.09
1811,116323.91
1812,118836.22
1813,125085.0
1814,95306.65
1815,57343.2
1816,99834.33
1817,115151.48
1818,131770.0
1819,118979.89
1820,66350.11
1821,119670.8
1822,152939.67
1823,66468.61
1824,133850.0
1825,135931.95
1826,94921.43
1827,107072.5
1828,140386.84
1829,113113.2
1830,150534.0
1831,173372.67
1832,108950.42
1833,151712.0
1834,134210.74
1835,176977.87
1836,127025.3
1837,98136.81
1838,140178.6
1839,85695.11
1840,166275.7
1841,155189.13
1842,87332.97
1843,142035.0
1844,127156.51
1845,140632.12
1846,150115.5
1847,147713.8
1848,59623.1
1849,114154.06
1850,129501.3
1851,155087.84
1852,133459.35
1853,133266.55
1854,174282.09333333332
1855,141613.83
1856,217563.79
1857,152813.32
1858,143405.97
1859,121046.11
1860,156075.48
1861,120690.37
1862,287212.56
1863,283983.54
1864,283983.54
1865,329802.32
1866,338065.27
1867,250155.04
1868,313559.37
1869,196691.24
1870,255234.89
1871,242205.13
1872,168471.42
1873,222354.84
1874,140096.5
1875,203427.68
1876,194228.5
1877,204244.08
1878,209129.1
1879,134786.1
1880,135110.7
1881,242086.68
1882,259977.88
1883,197851.5
1884,223687.79
1885,265945.1
1886,304321.52
1887,198007.03
1888,285383.0
1889,161099.26
1890,138313.26
1891,143091.0
1892,115810.06
1893,131601.12
1894,131339.65
1895,150288.5
1896,124449.0
1897,114443.83
1898,111628.12
1899,122742.86
1900,142020.3
1901,169881.34
1902,124403.13
1903,235598.04
1904,135582.75
1905,177817.4
1906,150954.76
1907,205200.0
1908,114319.0
1909,135036.49
1910,125035.75
1911,198390.22
1912,276204.52
1913,143400.83
1914,75085.33
1915,305015.96
1916,78588.87
1917,258805.85
1918,139705.5
1919,156499.2
1920,147122.84
1921,408132.54
1922,324272.94
1923,205581.9
1924,235659.42
1925,227662.14
1926,385590.18
1927,140743.25
1928,163583.5
1929,126763.0
1930,121321.22
1931,140096.46666666667
1932,136266.01
1933,169024.83
1934,186493.0
1935,176584.32
1936,194272.0
1937,185191.65
1938,165038.35
1939,254132.74
1940,198270.26
1941,175971.9
1942,189298.5
1943,197550.35
1944,308235.47
1945,370291.47
1946,162868.8
1947,319589.51
1948,171101.74
1949,251246.88
1950,182904.91
1951,274602.51
1952,243106.34
1953,162258.06
1954,209307.15
1955,129215.41
1956,286721.47
1957,168109.32
1958,310814.24
1959,136507.49
1960,116925.11
1961,116205.08
1962,96074.0
1963,107736.5
1964,113789.41
1965,150068.25
1966,148086.37333333332
1967,287308.34
1968,388635.0
1969,388316.96
1970,435541.44
1971,427694.36
1972,360424.04
1973,269990.15
1974,317677.48
1975,456380.05
1976,273360.66
1977,365206.79
1978,354740.51
1979,331074.37
1980,199943.41
1981,339233.45
1982,235849.44
1983,217145.44
1984,168486.05
1985,205836.0
1986,220992.68
1987,186773.32
1988,177903.54
1989,187840.98
1990,216552.0
1991,217478.76
1992,219490.54
1993,170489.86
1994,247458.87
1995,187474.4
1996,258057.54
1997,319661.55
1998,351769.71
1999,246667.8
2000,299288.09
2001,260400.99
2002,235623.24
2003,259589.74
2004,273597.82
2005,234722.47
2006,227788.08
2007,246554.01
2008,207472.67
2009,186728.7
2010,189747.09
2011,145301.12
2012,182675.71
2013,179387.67
2014,187761.0
2015,199080.9
2016,193070.0
2017,202180.5
2018,118519.5
2019,134447.6
2020,124429.43
2021,116964.66
2022,175929.7
2023,147376.26
2024,218112.14
2025,378390.27
2026,177764.66
2027,149179.07666666666
2028,153692.82
2029,174238.15
2030,277490.57
2031,254834.4
2032,266504.48
2033,273098.81
2034,162424.3
2035,207254.98
2036,186598.11
2037,195034.11
2038,297967.98
2039,205074.0
2040,421315.87
2041,297500.86
2042,206885.93
2043,163406.05
2044,172635.01
2045,236823.28
2046,134428.26
2047,152211.82
2048,135674.97
2049,133525.47
2050,175309.8
2051,98921.86
2052,138759.75
2053,146243.0
2054,72381.55
2055,148750.64
2056,125051.5
2057,127977.35
2058,222235.7
2059,121134.27
2060,160771.5
2061,177574.7
2062,138172.75
2063,109170.0
2064,140152.25
2065,132960.5
2066,169905.4
2067,116460.38
2068,136047.07
2069,88280.52
2070,112344.8
2071,94502.5
2072,138690.6
2073,136533.0
2074,186595.04
2075,147471.0
2076,125623.5
2077,152143.5
2078,130753.5
2079,127524.04
2080,117194.5
2081,121744.33
2082,134507.61
2083,142044.72
2084,110320.51
2085,132272.85
2086,121644.69
2087,125042.69
2088,119434.4
2089,88749.22
2090,133545.27
2091,130209.0
2092,135679.78
2093,144434.84
2094,139377.99
2095,157566.67
2096,92897.5
2097,97097.54
2098,148636.82
2099,60849.54
2100,110469.11
2101,129342.78
2102,145386.5
2103,102422.23
2104,135779.08
2105,129912.78
2106,79458.49
2107,253650.35
2108,125942.8
2109,115339.87
2110,120862.15
2111,157486.45
2112,134800.34
2113,121261.08
2114,113940.2
2115,147631.5
2116,113091.51
2117,149860.63
2118,117014.04
2119,107483.9
2120,111985.04
2121,91339.16
2122,87587.69
2123,99159.0
2124,197591.62
2125,130679.53
2126,161301.64
2127,153171.25
2128,125777.85
2129,97643.19
2130,154118.54
2131,161045.99
2132,121189.8
2133,111813.15
2134,119898.25
2135,104507.43
2136,90084.76
2137,122388.55
2138,140228.1
2139,154427.37
2140,138813.25
2141,134184.79
2142,136364.71
2143,145602.47
2144,114391.07
2145,135830.0
2146,151501.91
2147,159210.5
2148,124738.68
2149,134872.2
2150,238836.24
2151,130757.76
2152,174266.4
2153,158809.5
2154,116558.0
2155,134228.19
2156,223039.64
2157,238932.83
2158,235871.8
2159,209093.84
2160,170438.01
2161,258447.23
2162,464742.15
2163,344315.53
2164,261225.27
2165,172525.4
2166,144961.0
2167,200116.36
2168,210573.0
2169,197393.0
2170,223055.43
2171,141992.65
2172,146446.87
2173,154023.76
2174,236942.38
2175,318247.93
2176,318819.72
2177,260209.61
2178,220847.0
2179,143542.5
2180,205133.5
2181,192293.79
2182,227327.75
2183,194451.81
2184,141940.75
2185,125880.94
2186,144340.37
2187,149059.0
2188,154948.23
2189,167863.66
2190,86763.0
2191,87576.43
2192,98556.87
2193,101459.5
2194,98351.5
2195,110597.37
2196,103232.73
2197,110036.82
2198,153754.95
2199,171473.5
2200,121966.37
2201,126088.49
2202,195277.0
2203,161061.2
2204,164021.24
2205,106134.5
2206,132395.8
2207,217204.07
2208,235385.9
2209,191621.68
2210,118911.66
2211,116618.0
2212,110521.84
2213,103284.04
2214,139904.11
2215,103360.0
2216,147059.68
2217,79758.41
2218,100041.06
2219,80534.86
2220,73574.61
2221,301680.96
2222,242370.21
2223,261673.17
2224,225002.06
2225,133999.08
2226,184151.5
2227,205205.17
2228,274797.83
2229,237134.18
2230,148703.11
2231,211449.49
2232,180314.11
2233,173001.54
2234,251639.46
2235,197083.5
2236,285047.43
2237,356832.15
2238,205814.79
2239,132422.55
2240,167448.32
2241,150823.64
2242,138064.6
2243,138813.36
2244,96699.11
2245,92240.33
2246,141047.5
2247,102382.54
2248,122981.0
2249,127278.0
2250,139993.6
2251,115348.2
2252,176724.0
2253,149634.84
2254,178770.62
2255,192730.5
2256,180814.2
2257,198508.3
2258,176045.98
2259,177041.0
2260,154477.5
2261,185497.08
2262,204749.34
2263,320565.16
2264,443267.93
2265,171917.84
2266,280834.66
2267,354450.42
2268,367557.49
2269,167426.5
2270,189417.01
2271,249595.18
2272,200938.8
2273,168215.37
2274,172068.8
2275,174101.09
2276,161046.85
2277,181510.74
2278,158202.17
2279,116219.0
2280,118059.79
2281,174716.82
2282,171872.08
2283,99146.0
2284,108070.0
2285,144635.22333333333
2286,127762.1
2287,333167.42
2288,265450.0
2289,386512.61
2290,417202.3
2291,308870.4
2292,409679.48
2293,449794.22
2294,396020.43
2295,435670.99
2296,287202.39
2297,306435.58
2298,310144.36
2299,389044.02
2300,321241.89
2301,267307.54
2302,238504.66
2303,244142.11
2304,248088.71
2305,182647.96
2306,183722.32
2307,187470.32
2308,216561.09
2309,279804.17
2310,220523.15
2311,199042.61
2312,176198.03
2313,172567.98
2314,174087.06666666668
2315,172089.45
2316,179174.04
2317,176842.75
2318,169244.07
2319,177447.50666666668
2320,184227.29
2321,249060.38
2322,164591.09
2323,180212.26
2324,165949.96
2325,218042.59
2326,166978.45
2327,211056.0
2328,217747.85
2329,184313.5
2330,181588.6
2331,348745.85
2332,407057.71
2333,312160.96
2334,265910.71
2335,254927.69
2336,331336.84
2337,203106.28
2338,282473.9
2339,243115.17
2340,382188.83
2341,218974.98
2342,255139.24
2343,220678.51
2344,239393.37
2345,243738.84
2346,220131.14
2347,197092.97
2348,228489.22
2349,146079.72
2350,272272.75
2351,239864.18
2352,241363.58
2353,208803.39
2354,130422.8
2355,160658.51
2356,152736.74
2357,202564.2
2358,196545.9
2359,123982.54
2360,116500.0
2361,138040.37
2362,272223.09
2363,140362.5
2364,153272.0
2365,220557.52
2366,190236.14
2367,228505.37
2368,198740.96
2369,221364.09
2370,170549.0
2371,171553.0
2372,189271.04
2373,255773.82
2374,293051.81
2375,257733.9
2376,264268.19
2377,345654.66
2378,136333.39
2379,195485.5
2380,144114.6
2381,163422.0
2382,192259.95
2383,217723.63
2384,233224.0
2385,151641.5
2386,141534.5
2387,133722.68
2388,102265.21
2389,127610.08
2390,132303.5
2391,134633.1
2392,115207.74
2393,162802.7
2394,145248.5
2395,192843.0
2396,147930.77
2397,202550.74
2398,122149.86
2399,64197.66
2400,55290.38
2401,114669.5
2402,137343.55
2403,131228.08
2404,139456.5
2405,158611.0
2406,137005.1
2407,129376.5
2408,135562.5
2409,135879.25
2410,166384.5
2411,125302.58
2412,153050.75
2413,139735.5
2414,137330.75
2415,128596.47
2416,130957.5
2417,128122.1
2418,121857.6
2419,131772.36
2420,127060.2
2421,148280.0
2422,127105.74
2423,128383.4
2424,150937.04
2425,157874.86
2426,127250.27
2427,133625.14
2428,173132.99
2429,117740.5
2430,130955.6
2431,110925.33
2432,135304.25
2433,145319.5
2434,147099.12
2435,157434.32
2436,105534.5
2437,112153.33
2438,122332.49
2439,111541.06
2440,124923.76
2441,110503.8
2442,102791.8
2443,114016.57
2444,126456.33
2445,95630.82
2446,120031.25
2447,212235.98
2448,146638.58
2449,114825.07
2450,168232.25
2451,121875.54
2452,226266.64
2453,96142.25
2454,117598.9
2455,112379.5
2456,145533.5
2457,118090.2
2458,110228.41
2459,110878.41
2460,139110.75
2461,117294.62
2462,135670.16
2463,117037.0
2464,163270.82
2465,128058.25
2466,117174.79
2467,150943.44
2468,95542.0
2469,87897.3
2470,187847.79
2471,222265.6
2472,170445.11
2473,121161.5
2474,101546.32
2475,235072.4
2476,118513.12
2477,131562.0
2478,169950.42
2479,117755.5
2480,133173.25
2481,114575.68
2482,134059.6
2483,116116.83
2484,118341.03
2485,122714.16
2486,155798.25
2487,173115.04
2488,149324.76
2489,146160.48
2490,154460.37
2491,101402.24
2492,182505.33
2493,132698.14
2494,170502.32
2495,106140.62
2496,218672.24
2497,148639.5
2498,119960.16
2499,94945.43
2500,129808.1
2501,136736.25
2502,148869.84
2503,110376.97
2504,194483.2
2505,212216.7
2506,261564.2
2507,309809.02
2508,260473.88
2509,221707.38
2510,229579.94
2511,186998.14
2512,217958.84
2513,219531.89
2514,234184.54
2515,152645.0
2516,151958.54
2517,136043.75
2518,141638.25
2519,230204.85
2520,209203.0
2521,193348.5
2522,226056.56
2523,135571.5
2524,139995.5
2525,146566.2
2526,143903.6
2527,107904.58
2528,127791.83
2529,133643.7
2530,110395.08
2531,255851.87
2532,233111.32
2533,199901.0
2534,255222.53
2535,304888.81
2536,230294.92
2537,231395.36
2538,188103.92
2539,188036.69
2540,178190.14
2541,183613.86
2542,142881.21
2543,131226.13333333333
2544,138656.0
2545,128857.82
2546,145766.0
2547,142860.81
2548,146095.83
2549,158278.36
2550,415369.26
2551,142175.75
2552,119844.6
2553,84859.85
2554,129286.35
2555,106327.25
2556,96870.44
2557,118273.91
2558,165258.4
2559,135639.38
2560,125714.58
2561,133412.56
2562,127479.37
2563,138827.62
2564,164234.0
2565,115181.11
2566,137725.0
2567,126160.0
2568,181999.2
2569,182426.98
2570,118884.16
2571,156204.85
2572,187937.4
2573,244538.14
2574,282437.6
2575,127410.0
2576,131468.27
2577,165109.18
2578,98356.5
2579,71076.02
2580,132517.95
2581,136144.87
2582,115872.8
2583,267601.34
2584,160824.73
2585,178332.2
2586,202087.11
2587,200990.74
2588,156450.1733333333
2589,145217.7
2590,229423.44
2591,216117.64
2592,227766.08
2593,257549.54
2594,180755.21
2595,209515.69
2596,335306.05
2597,180467.32
2598,266041.83
2599,316220.48
2600,146867.24
2601,122442.61
2602,83862.5
2603,90048.11
2604,85843.54
2605,80899.93
2606,144334.90333333332
2607,171533.92
2608,198254.3
2609,167091.73
2610,113540.0
2611,158285.68
2612,157274.11
2613,127440.25
2614,130183.0
2615,152962.5
2616,140872.5
2617,170348.05
2618,189754.24
2619,225307.95
2620,187604.0
2621,186224.9
2622,187186.25
2623,257691.63
2624,257000.84
2625,307855.26
2626,163929.82
2627,181923.4
2628,398248.54
2629,549860.86
2630,336326.99
2631,439497.15
2632,395373.26
2633,311315.53
2634,380387.33
2635,151322.24
2636,192823.87
2637,162123.6
2638,262222.31
2639,179471.27
2640,154324.25
2641,105389.0
2642,196949.5
2643,104547.86
2644,128869.14
2645,101974.0
2646,92309.0
2647,97345.0
2648,136970.0
2649,140018.83
2650,141354.45
2651,151862.59
2652,430678.22
2653,253085.51
2654,247706.86
2655,360341.48
2656,313541.71
2657,334353.88
2658,268851.64
2659,293291.38
2660,312261.59
2661,334532.07
2662,329901.75
2663,287983.55
2664,271980.71
2665,315655.19
2666,282563.05
2667,167814.26
2668,179590.72666666668
2669,174773.41
2670,287729.25
2671,181301.06666666668
2672,182472.03
2673,203077.19
2674,198405.74
2675,164432.04
2676,189240.48
2677,194889.77
2678,261778.17
2679,285624.36
2680,270139.4
2681,413454.51
2682,332787.69
2683,502004.38
2684,299828.63
2685,343666.26
2686,262639.44
2687,306571.81
2688,230542.58
2689,216728.55
2690,484834.74
2691,181284.85
2692,134192.65
2693,191256.27
2694,134543.9
2695,195212.42666666667
2696,188393.30666666667
2697,186850.35
2698,197249.5
2699,178477.49
2700,167345.09
2701,149927.75
2702,110887.09
2703,139996.28
2704,142736.37
2705,128052.83
2706,117721.24
2707,123527.96
2708,138539.5
2709,117937.33
2710,127179.5
2711,278465.69
2712,366051.3
2713,170948.77
2714,148612.7333333333
2715,172299.0
2716,153608.78333333333
2717,183587.52
2718,230576.06
2719,157379.68
2720,160846.1
2721,141318.5
2722,153226.42
2723,145404.6
2724,129215.0
2725,135810.25
2726,145936.37
2727,166061.5
2728,168054.9
2729,148865.79
2730,147055.5
2731,115164.3
2732,117721.11
2733,161664.32
2734,135869.14
2735,133908.87
2736,136933.56
2737,121987.08
2738,134786.65
2739,156625.59
2740,133052.5
2741,145815.57
2742,150107.5
2743,153412.5
2744,147735.75
2745,139486.0
2746,134779.05
2747,152477.04
2748,119243.15
2749,132180.0
2750,131705.55
2751,130207.75
2752,233746.86
2753,158209.34
2754,195218.76
2755,126925.8
2756,88347.0
2757,72710.87
2758,76642.83
2759,159746.0
2760,138502.41
2761,149139.25
2762,145367.75
2763,195881.5
2764,155542.84
2765,269127.67
2766,147236.43
2767,92877.85
2768,128597.92
2769,122131.79
2770,161127.85
2771,123588.16
2772,122106.0
2773,136241.74
2774,137714.45
2775,138627.85
2776,156049.15
2777,150265.91
2778,132856.10666666666
2779,117139.0
2780,112579.0
2781,104865.0
2782,91302.2
2783,95376.99
2784,129453.3
2785,135107.19
2786,60350.32
2787,117115.76
2788,78359.5
2789,222299.2
2790,102286.7
2791,118435.08
2792,82432.4
2793,163284.45
2794,102126.0
2795,116802.12
2796,104553.0
2797,191614.58
2798,125012.67
2799,118185.03
2800,85689.93
2801,114613.12
2802,137435.0
2803,163248.75
2804,138417.62
2805,102994.93
2806,92498.0
2807,154980.37333333332
2808,148559.0
2809,131589.82
2810,137196.5
2811,156473.9
2812,145315.1
2813,146340.05
2814,157187.0
2815,109932.09
2816,249395.11
2817,131262.0
2818,129243.0
2819,165487.8
2820,126646.58
2821,110626.04
2822,195018.1
2823,234703.54
2824,174009.0
2825,146554.0
2826,135797.3
2827,143500.0
2828,213784.8
2829,180769.6
2830,233135.95
2831,190664.43
2832,209406.66
2833,273980.68
2834,215645.63
2835,218105.51
2836,193974.44
2837,163452.5
2838,142949.34
2839,181343.25
2840,194259.86
2841,205668.25
2842,225802.64
2843,150542.65
2844,159806.37
2845,125564.5
2846,213176.15
2847,200388.75
2848,221857.36
2849,213960.01
2850,286287.01
2851,242762.56
2852,238066.34
2853,236704.53
2854,137964.0
2855,198178.92
2856,209804.26
2857,190642.69
2858,201299.59
2859,137016.49
2860,124411.5
2861,120962.99
2862,196589.63
2863,120938.0
2864,269116.43
2865,142092.82
2866,134851.15
2867,90391.76
2868,112399.25
2869,122955.87
2870,168452.77
2871,110706.76
2872,58504.98
2873,112447.17
2874,143141.5
2875,127128.5
2876,160635.55
2877,150300.88
2878,155869.0
2879,148307.5
2880,109392.54
2881,138185.87
2882,154622.82
2883,169686.25
2884,173274.44
2885,187474.6
2886,198686.9
2887,113480.45
2888,125081.75
2889,64628.5
2890,73935.94
2891,137503.75
2892,70493.0
2893,112441.48
2894,62599.5
2895,298916.14
2896,274214.0
2897,199082.74
2898,155201.13
2899,230111.19
2900,158606.61
2901,198424.72
2902,184777.22
2903,340670.29
2904,357615.46
2905,110666.88
2906,205051.05
2907,117191.0
2908,129040.0
2909,141552.72
2910,83138.5
2911,83622.5
2912,153842.37
2913,86227.93
2914,78854.36
2915,82927.54
2916,84832.93
2917,165232.0
2918,107027.5
2919,237325.69
